Gender_x,Age,Profession,Work_Experience,Family_Size,Spending_Score,Cost_of_the_Product,Prior_purchases,Discount_offered,Ever_Married,Graduated,Var_1
Female,47,Artist,0.0,2.0,Average,231,3,55,Yes,Yes,Cat_6
Male,27,Entertainment,0.0,3.0,Average,183,2,52,Yes,No,Cat_6
Male,50,Entertainment,0.0,4.0,Low,240,3,50,Yes,Yes,Cat_6
Male,51,Artist,0.0,2.0,Average,218,2,27,Yes,No,Cat_2
Female,28,Engineer,0.0,4.0,Low,248,3,37,,No,Cat_6
Female,39,Engineer,1.0,1.0,Low,170,2,33,No,Yes,Cat_6
Male,60,Entertainment,0.0,3.0,Average,226,3,11,Yes,No,Cat_6
Male,39,Artist,1.0,6.0,Average,232,3,11,Yes,No,Cat_4
Female,65,Engineer,1.0,1.0,Low,192,3,15,Yes,Yes,Cat_6
Female,43,Marketing,6.0,1.0,Low,250,4,11,Yes,Yes,Cat_6
Female,58,Artist,0.0,6.0,Average,224,3,48,Yes,Yes,Cat_2
Female,31,Marketing,0.0,2.0,Low,167,3,42,Yes,No,Cat_2
Female,38,Artist,2.0,1.0,Low,123,2,11,Yes,Yes,Cat_4
Female,27,Artist,0.0,3.0,Low,243,2,4,No,Yes,Cat_6
Female,58,Artist,0.0,2.0,Average,233,2,45,Yes,Yes,Cat_6
Male,62,Artist,1.0,2.0,High,201,2,36,Yes,Yes,Cat_6
Male,48,Artist,1.0,1.0,Low,230,2,18,No,Yes,Cat_6
Male,57,Executive,7.0,2.0,High,271,3,59,Yes,Yes,Cat_6
Male,42,Artist,0.0,5.0,Average,159,3,13,Yes,Yes,Cat_6
Female,68,Lawyer,1.0,2.0,High,249,3,55,Yes,Yes,Cat_6
Male,38,Engineer,0.0,4.0,Average,137,3,17,Yes,Yes,Cat_6
Male,31,Executive,0.0,3.0,Average,225,3,8,Yes,No,Cat_4
Female,51,Engineer,0.0,4.0,Low,226,3,28,Yes,No,Cat_6
Male,59,Artist,0.0,4.0,Average,174,3,49,Yes,Yes,Cat_6
Male,36,Artist,1.0,2.0,Average,264,5,27,Yes,Yes,Cat_4
Male,25,Doctor,1.0,2.0,Low,180,2,65,No,Yes,Cat_6
Male,48,Entertainment,1.0,1.0,Low,149,2,37,Yes,Yes,Cat_6
Female,37,Doctor,8.0,1.0,Average,209,3,20,,Yes,Cat_6
Female,70,Artist,1.0,2.0,Average,219,6,10,Yes,Yes,Cat_6
Female,42,Marketing,0.0,3.0,Low,164,3,28,Yes,No,Cat_6
Male,26,Artist,0.0,2.0,Low,268,3,3,No,No,Cat_6
Male,25,Artist,1.0,4.0,Low,204,4,35,No,Yes,Cat_6
Female,36,Artist,0.0,3.0,Low,226,3,23,No,Yes,Cat_6
Male,42,Doctor,0.0,1.0,Low,105,5,1,No,No,Cat_3
Female,35,Artist,0.0,7.0,Low,153,3,10,No,Yes,Cat_2
Female,22,Engineer,8.0,2.0,Average,192,2,5,Yes,No,Cat_5
Female,36,Artist,6.0,1.0,Low,199,2,28,No,Yes,Cat_6
Male,47,Artist,0.0,3.0,Average,156,4,39,Yes,Yes,Cat_6
Male,19,Healthcare,1.0,4.0,Low,180,2,53,No,No,Cat_3
Male,36,Entertainment,1.0,2.0,Low,162,2,62,Yes,Yes,Cat_6
Female,28,Doctor,0.0,3.0,Low,284,6,9,No,Yes,Cat_3
Male,52,Doctor,1.0,4.0,Average,271,2,33,Yes,No,Cat_6
Male,50,Doctor,0.0,4.0,Average,269,2,38,Yes,Yes,Cat_3
Male,47,Executive,0.0,4.0,Low,135,3,11,Yes,No,Cat_4
Female,29,Doctor,1.0,1.0,Low,200,2,2,No,Yes,Cat_3
Female,23,Healthcare,0.0,4.0,Low,206,6,23,No,No,Cat_6
Male,50,Artist,0.0,4.0,Average,229,4,32,Yes,Yes,Cat_6
Female,56,Artist,0.0,1.0,Low,135,2,64,Yes,Yes,Cat_6
Male,32,Entertainment,9.0,2.0,High,259,2,15,Yes,Yes,Cat_4
Female,32,Engineer,0.0,9.0,Low,223,2,30,No,Yes,Cat_4
Male,63,Executive,1.0,2.0,High,245,4,20,Yes,Yes,Cat_6
Male,50,Entertainment,0.0,2.0,Low,207,3,20,Yes,No,Cat_6
Male,52,Artist,0.0,4.0,Low,171,3,62,Yes,Yes,Cat_6
Female,49,Artist,7.0,4.0,Average,130,5,27,Yes,Yes,Cat_6
Male,62,Healthcare,8.0,1.0,Low,241,3,60,No,No,Cat_3
Female,55,Engineer,1.0,7.0,Average,261,3,33,Yes,No,Cat_6
Male,27,Healthcare,1.0,3.0,Low,182,3,34,No,No,
Female,45,Artist,0.0,1.0,Low,270,4,29,Yes,Yes,Cat_3
Female,31,Homemaker,8.0,2.0,Average,157,4,26,Yes,No,Cat_6
Male,33,Healthcare,0.0,5.0,Low,172,4,33,No,Yes,Cat_6
Male,52,Artist,1.0,2.0,Average,205,2,2,Yes,Yes,Cat_6
Male,42,Entertainment,0.0,2.0,Low,268,3,7,No,Yes,Cat_6
Male,38,Executive,1.0,3.0,Low,156,3,1,No,Yes,Cat_6
Male,84,Lawyer,1.0,2.0,High,202,2,4,Yes,Yes,Cat_6
Male,67,Executive,1.0,3.0,High,249,3,43,Yes,Yes,Cat_6
Female,32,Healthcare,0.0,5.0,Low,141,3,41,No,No,Cat_7
Female,33,Entertainment,12.0,2.0,Low,230,2,28,No,Yes,Cat_6
Female,30,Healthcare,2.0,5.0,Low,229,2,59,No,Yes,Cat_6
Male,18,Healthcare,1.0,4.0,Low,146,4,25,No,No,Cat_4
Female,47,Artist,7.0,2.0,Average,162,2,26,Yes,Yes,Cat_6
Male,29,Doctor,1.0,4.0,Low,241,3,39,No,No,Cat_6
Male,63,Executive,0.0,4.0,High,271,2,14,Yes,No,Cat_6
Male,55,Engineer,0.0,2.0,Average,166,3,31,,Yes,Cat_4
Female,48,Entertainment,1.0,0.0,Low,171,3,28,No,Yes,Cat_4
Male,27,Entertainment,0.0,4.0,Low,169,2,20,Yes,Yes,Cat_7
Female,43,Artist,1.0,1.0,Low,137,3,47,Yes,Yes,Cat_1
Female,50,Engineer,0.0,0.0,Low,211,3,56,Yes,Yes,Cat_6
Male,29,Healthcare,1.0,3.0,Low,171,3,2,No,No,Cat_6
Male,73,Artist,1.0,0.0,Average,142,4,2,Yes,Yes,Cat_3
Female,57,Engineer,8.0,1.0,Low,184,4,10,Yes,No,Cat_6
Female,47,Engineer,8.0,1.0,Low,111,6,28,Yes,No,Cat_3
Female,32,Executive,4.0,3.0,High,278,4,34,Yes,Yes,Cat_7
Female,25,Entertainment,0.0,2.0,Average,160,2,41,Yes,Yes,Cat_1
Female,79,Lawyer,1.0,2.0,High,212,2,56,Yes,Yes,Cat_4
Female,41,Artist,0.0,1.0,Low,175,2,59,No,Yes,Cat_6
Male,36,Artist,4.0,2.0,Average,251,3,46,Yes,Yes,Cat_6
Male,19,Healthcare,1.0,9.0,Low,205,2,15,No,No,Cat_7
Female,49,Engineer,0.0,5.0,Average,163,3,54,Yes,No,Cat_4
Male,26,Entertainment,0.0,2.0,High,272,2,27,Yes,No,Cat_6
Male,28,Artist,13.0,2.0,Low,134,3,37,No,Yes,Cat_6
Male,84,Artist,0.0,1.0,Low,259,2,63,No,No,Cat_6
Male,81,Lawyer,1.0,2.0,Low,246,3,45,Yes,No,Cat_6
Female,35,Healthcare,1.0,1.0,Low,211,2,44,No,Yes,Cat_6
Male,55,Doctor,0.0,2.0,Average,190,2,6,Yes,Yes,Cat_6
Male,50,Executive,0.0,5.0,High,233,5,44,Yes,No,Cat_6
Male,78,Lawyer,0.0,5.0,Low,199,2,20,Yes,Yes,Cat_6
Male,36,Entertainment,0.0,4.0,Average,191,3,52,Yes,No,Cat_4
Male,47,Marketing,1.0,1.0,Low,148,3,30,No,Yes,Cat_6
Male,48,Entertainment,6.0,5.0,Average,177,6,41,Yes,No,Cat_4
Female,69,Marketing,1.0,2.0,Low,171,2,1,Yes,Yes,Cat_6
Male,38,Marketing,0.0,4.0,High,237,3,57,Yes,No,Cat_7
Male,36,Artist,1.0,4.0,Average,265,3,47,Yes,Yes,Cat_6
Female,52,Engineer,9.0,4.0,Average,136,2,19,Yes,No,Cat_4
Male,46,Artist,0.0,1.0,Low,145,2,25,No,Yes,Cat_6
Male,18,Marketing,1.0,6.0,Low,238,2,3,No,No,Cat_3
Female,22,Healthcare,0.0,4.0,Low,210,3,14,No,No,Cat_6
Male,18,Doctor,1.0,6.0,Low,159,4,38,No,No,Cat_6
Male,30,Homemaker,1.0,3.0,Average,232,2,26,Yes,No,Cat_6
Male,32,Engineer,0.0,3.0,Low,174,3,4,No,Yes,Cat_6
Male,43,Artist,7.0,4.0,High,129,5,35,Yes,No,Cat_6
Female,49,Artist,1.0,3.0,Average,201,4,7,Yes,Yes,Cat_6
Female,40,Homemaker,9.0,2.0,Low,151,4,12,No,Yes,Cat_6
Male,55,Artist,0.0,3.0,Average,252,3,12,Yes,Yes,Cat_6
Female,33,Healthcare,1.0,7.0,Low,156,3,58,No,No,Cat_4
Male,31,Healthcare,1.0,5.0,Low,215,5,13,No,Yes,Cat_6
Female,35,Healthcare,3.0,6.0,Low,153,3,13,No,Yes,Cat_2
Male,40,Healthcare,8.0,3.0,Low,261,3,25,No,Yes,Cat_2
Male,69,Artist,0.0,3.0,Average,263,3,61,Yes,No,Cat_6
Female,46,Artist,1.0,4.0,Low,153,6,35,Yes,Yes,Cat_4
Female,63,Marketing,0.0,2.0,Low,137,3,28,Yes,Yes,Cat_6
Female,50,Artist,0.0,0.0,Low,270,5,31,No,No,Cat_2
Male,61,Artist,1.0,2.0,Average,167,2,62,Yes,Yes,Cat_6
Female,50,Engineer,1.0,1.0,Low,143,3,64,No,No,Cat_3
Female,25,Marketing,2.0,0.0,Low,214,3,31,No,Yes,Cat_4
Male,53,Artist,0.0,3.0,High,182,2,14,Yes,Yes,Cat_6
Female,35,Engineer,0.0,2.0,Average,234,2,4,Yes,Yes,Cat_6
Male,19,Healthcare,7.0,3.0,Low,181,2,59,No,No,Cat_6
Male,26,Healthcare,3.0,4.0,Low,162,3,34,No,No,Cat_3
Female,38,Engineer,0.0,4.0,Average,185,4,31,Yes,No,Cat_6
Female,26,Artist,1.0,1.0,Low,199,2,4,No,No,Cat_6
Male,39,Healthcare,0.0,3.0,High,272,3,49,Yes,Yes,Cat_6
Male,39,Entertainment,1.0,4.0,Low,252,2,11,Yes,Yes,Cat_4
Female,72,Homemaker,1.0,0.0,Low,156,3,2,Yes,Yes,Cat_6
Female,45,Artist,2.0,1.0,Low,173,3,63,No,Yes,Cat_6
Male,47,Entertainment,0.0,4.0,Average,148,4,38,Yes,No,Cat_6
Female,30,Entertainment,0.0,5.0,Low,158,3,27,No,Yes,Cat_2
Male,48,Executive,5.0,2.0,High,261,3,62,Yes,No,Cat_4
Female,76,Marketing,0.0,2.0,Low,105,2,54,Yes,Yes,Cat_6
Male,71,Entertainment,0.0,2.0,Low,193,3,57,Yes,Yes,Cat_6
Female,41,Artist,0.0,1.0,Low,198,3,49,No,Yes,Cat_6
Female,29,Entertainment,0.0,0.0,Low,213,3,42,No,No,Cat_4
Male,57,Artist,1.0,5.0,Average,244,3,59,Yes,Yes,Cat_6
Male,49,Entertainment,0.0,1.0,Low,241,6,61,Yes,No,Cat_6
Male,21,Healthcare,1.0,8.0,High,278,6,4,Yes,No,Cat_4
Male,18,Healthcare,0.0,3.0,Low,145,2,1,No,No,Cat_6
Male,22,Healthcare,0.0,3.0,Low,140,4,58,No,No,Cat_7
Female,33,Homemaker,8.0,1.0,Low,209,3,37,No,No,Cat_6
Male,53,Entertainment,1.0,3.0,Low,233,3,35,Yes,Yes,Cat_6
Male,55,Artist,1.0,2.0,Average,227,3,52,Yes,Yes,Cat_4
Male,73,Lawyer,0.0,4.0,High,258,2,22,Yes,Yes,Cat_6
Male,89,Executive,0.0,2.0,High,259,3,38,Yes,Yes,Cat_6
Male,59,Artist,0.0,2.0,Low,153,2,44,Yes,Yes,Cat_6
Male,38,Entertainment,0.0,2.0,Low,181,3,22,No,Yes,Cat_6
Female,42,Artist,0.0,2.0,Low,143,8,39,No,Yes,Cat_6
Female,83,Lawyer,1.0,2.0,High,111,5,3,Yes,Yes,Cat_6
Female,22,Healthcare,0.0,4.0,Low,198,2,51,No,No,Cat_3
Male,46,Artist,0.0,4.0,Average,121,3,63,Yes,No,Cat_3
Male,37,Entertainment,8.0,2.0,Average,204,3,48,Yes,Yes,Cat_6
Female,42,Engineer,1.0,3.0,Low,203,5,36,Yes,No,Cat_6
Male,71,Artist,0.0,2.0,Average,167,3,10,Yes,Yes,Cat_6
Female,18,Healthcare,7.0,3.0,Low,270,3,64,No,No,Cat_6
Female,41,Artist,4.0,1.0,Low,260,2,58,No,Yes,Cat_6
Male,27,Healthcare,0.0,5.0,Low,180,3,21,Yes,Yes,Cat_4
Female,53,Entertainment,1.0,1.0,Low,157,2,12,No,No,Cat_4
Female,28,Healthcare,0.0,3.0,Low,156,6,45,No,No,Cat_4
Male,18,Doctor,0.0,2.0,Low,240,7,57,No,No,Cat_5
Male,19,Healthcare,2.0,4.0,Low,104,7,46,No,No,Cat_6
Female,32,Healthcare,0.0,4.0,Low,140,3,49,No,No,Cat_3
Male,30,Healthcare,1.0,4.0,Low,150,3,29,No,No,Cat_2
Male,36,Doctor,0.0,1.0,Low,286,7,65,No,Yes,Cat_6
Male,82,Lawyer,5.0,2.0,High,224,8,49,Yes,Yes,Cat_6
Female,37,Engineer,0.0,1.0,Low,204,3,49,Yes,Yes,Cat_3
Male,45,Artist,1.0,1.0,Low,266,7,12,No,Yes,Cat_6
Male,27,Entertainment,9.0,4.0,Low,278,6,36,Yes,Yes,Cat_6
Female,18,Healthcare,1.0,5.0,Low,145,2,49,No,No,Cat_6
Male,22,Doctor,1.0,4.0,Low,140,4,5,Yes,No,Cat_6
Female,22,Healthcare,2.0,6.0,Low,209,3,52,No,No,Cat_6
Female,42,Homemaker,8.0,1.0,Low,233,3,1,No,No,Cat_3
Male,69,Doctor,1.0,1.0,Low,227,3,21,Yes,No,Cat_6
Female,43,Homemaker,8.0,2.0,High,258,2,24,Yes,Yes,Cat_6
Female,89,Lawyer,3.0,2.0,High,259,3,45,Yes,No,Cat_6
Female,26,Healthcare,1.0,4.0,Low,153,2,39,No,No,Cat_3
Male,43,Artist,1.0,3.0,Low,181,3,45,No,Yes,Cat_6
Male,30,Entertainment,1.0,2.0,Average,143,8,12,Yes,Yes,Cat_3
Female,60,Executive,0.0,2.0,Low,111,5,42,Yes,Yes,Cat_6
Female,38,Doctor,7.0,4.0,High,198,2,64,Yes,Yes,Cat_3
Female,29,Homemaker,0.0,4.0,High,121,3,10,,Yes,Cat_2
Male,45,Entertainment,0.0,2.0,Average,204,3,27,Yes,Yes,Cat_4
Male,20,Healthcare,3.0,4.0,Low,203,5,20,No,No,Cat_4
Female,51,Marketing,9.0,1.0,Low,167,3,57,Yes,Yes,Cat_6
Male,36,Entertainment,1.0,4.0,Average,270,3,20,Yes,Yes,Cat_3
Female,41,Marketing,9.0,3.0,Low,260,2,63,No,No,Cat_3
Male,46,Entertainment,0.0,5.0,Low,180,3,56,Yes,No,Cat_6
Female,30,Artist,9.0,1.0,Low,157,2,62,No,Yes,Cat_6
Female,23,Homemaker,0.0,5.0,Low,156,6,65,No,No,Cat_5
Male,39,Healthcare,4.0,2.0,Low,236,7,44,Yes,Yes,Cat_6
Male,63,Artist,0.0,4.0,Average,240,7,47,Yes,Yes,Cat_6
Male,60,Artist,1.0,3.0,Average,104,7,52,Yes,Yes,Cat_6
Male,20,Healthcare,1.0,3.0,Low,140,3,4,No,No,Cat_6
Female,89,Lawyer,1.0,2.0,High,150,3,4,Yes,No,Cat_6
Female,31,Doctor,9.0,2.0,High,286,7,7,,,Cat_4
Male,43,Executive,1.0,4.0,Low,224,8,48,No,Yes,Cat_6
Female,70,Lawyer,3.0,2.0,High,204,3,45,Yes,No,Cat_6
Male,35,Artist,9.0,1.0,Low,266,7,40,No,Yes,Cat_6
Male,42,Artist,0.0,2.0,High,268,3,59,Yes,Yes,Cat_6
Male,39,Doctor,6.0,2.0,Average,267,4,20,Yes,Yes,Cat_3
Female,29,Healthcare,0.0,2.0,Low,223,4,46,Yes,Yes,Cat_6
Female,38,Homemaker,8.0,0.0,Low,164,5,52,No,No,Cat_6
Female,74,Lawyer,1.0,1.0,Low,209,4,10,Yes,No,Cat_6
Male,41,Artist,1.0,2.0,Low,192,3,19,Yes,Yes,Cat_6
Male,51,Entertainment,0.0,4.0,Average,260,3,52,Yes,Yes,Cat_7
Male,50,Executive,1.0,3.0,High,137,5,3,Yes,Yes,Cat_6
Male,23,Marketing,0.0,3.0,Low,267,2,18,No,No,Cat_6
Male,36,Artist,9.0,3.0,Low,111,3,54,No,Yes,Cat_6
Male,36,Artist,8.0,1.0,Low,240,2,2,No,Yes,Cat_6
Female,50,Doctor,1.0,2.0,Low,234,3,40,Yes,Yes,Cat_6
Male,23,Healthcare,0.0,4.0,Low,190,2,37,No,No,Cat_3
Female,37,Healthcare,1.0,1.0,Low,265,2,24,No,No,Cat_6
Male,65,Executive,0.0,4.0,High,189,3,37,Yes,Yes,Cat_6
Female,26,Healthcare,0.0,1.0,Low,121,3,25,No,Yes,Cat_6
Male,55,Entertainment,1.0,3.0,Low,101,6,37,Yes,Yes,Cat_6
Male,65,Executive,0.0,2.0,High,250,3,9,Yes,Yes,Cat_6
Female,72,Lawyer,1.0,2.0,High,247,3,64,Yes,Yes,Cat_6
Male,51,Artist,7.0,2.0,Average,162,3,41,Yes,Yes,Cat_6
Male,25,Artist,1.0,5.0,Low,219,3,56,No,Yes,Cat_6
Male,38,Executive,0.0,3.0,High,258,2,48,Yes,No,Cat_6
Male,55,Artist,0.0,2.0,Average,221,2,59,Yes,No,Cat_6
Male,46,Artist,0.0,0.0,Average,137,3,41,Yes,No,Cat_6
Female,39,Artist,0.0,3.0,Low,174,2,51,No,Yes,Cat_6
Female,62,Artist,0.0,2.0,High,189,3,6,Yes,Yes,Cat_6
Female,37,Artist,4.0,2.0,Average,212,4,2,Yes,Yes,Cat_2
Female,28,Engineer,3.0,7.0,Low,183,2,57,No,No,Cat_4
Female,32,Marketing,1.0,6.0,Low,180,2,26,No,Yes,Cat_6
Male,31,Doctor,14.0,2.0,Low,150,5,61,No,Yes,Cat_7
Female,31,Healthcare,1.0,3.0,Low,246,3,52,No,No,Cat_6
Male,43,Artist,8.0,0.0,Low,263,3,44,No,Yes,Cat_6
Male,67,Artist,1.0,2.0,Average,204,2,29,Yes,Yes,Cat_6
Female,72,Lawyer,0.0,1.0,Low,223,4,20,No,Yes,Cat_6
Female,57,Engineer,0.0,3.0,Low,193,2,60,Yes,No,Cat_6
Male,58,Executive,0.0,3.0,High,138,3,41,,No,Cat_6
Male,36,Entertainment,4.0,2.0,Average,188,3,50,Yes,Yes,Cat_6
Female,21,Homemaker,9.0,1.0,Low,201,3,46,No,No,Cat_6
Male,47,Entertainment,1.0,5.0,Average,245,2,16,Yes,No,Cat_6
Female,25,Entertainment,8.0,3.0,Low,262,3,54,No,Yes,Cat_6
Female,41,Engineer,9.0,2.0,Average,147,5,33,Yes,No,Cat_3
Male,29,Healthcare,0.0,4.0,Low,254,3,35,No,Yes,Cat_6
Male,21,Healthcare,0.0,3.0,Low,213,4,37,No,No,Cat_4
Male,66,Lawyer,0.0,1.0,Low,152,2,32,Yes,Yes,Cat_6
Male,27,Entertainment,10.0,2.0,Low,227,3,54,Yes,Yes,Cat_6
Female,27,Homemaker,0.0,4.0,Low,206,3,46,No,No,Cat_6
Male,52,Artist,4.0,1.0,Low,242,5,5,Yes,Yes,Cat_6
Male,46,Artist,1.0,3.0,Average,200,3,45,Yes,Yes,Cat_6
Female,23,Healthcare,0.0,4.0,Low,142,2,26,No,No,Cat_3
Male,27,Entertainment,0.0,5.0,Low,275,3,61,No,Yes,Cat_6
Female,52,Doctor,1.0,3.0,Low,222,5,26,Yes,Yes,Cat_4
Male,65,Artist,0.0,2.0,Average,101,2,56,Yes,No,Cat_4
Male,42,Entertainment,0.0,3.0,Low,178,3,22,No,No,Cat_3
Male,59,Entertainment,1.0,2.0,Low,243,3,31,Yes,No,Cat_6
Female,45,Lawyer,0.0,1.0,Low,177,4,63,Yes,Yes,Cat_6
Male,18,Executive,0.0,0.0,Average,270,3,31,Yes,No,Cat_3
Female,61,Engineer,1.0,3.0,High,186,4,11,Yes,No,Cat_4
Female,53,Artist,1.0,4.0,Average,133,4,29,Yes,Yes,Cat_3
Female,37,Doctor,1.0,2.0,Average,263,4,8,Yes,Yes,Cat_6
Male,63,Executive,0.0,5.0,High,248,3,4,Yes,Yes,Cat_6
Female,33,Marketing,0.0,5.0,Low,150,3,63,No,No,Cat_4
Female,50,Artist,1.0,3.0,Low,203,4,46,Yes,Yes,Cat_4
Female,62,Artist,1.0,2.0,Low,249,2,1,Yes,Yes,Cat_6
Male,49,Artist,1.0,8.0,Average,238,3,54,Yes,Yes,Cat_4
Male,46,Homemaker,6.0,3.0,Average,181,4,32,Yes,Yes,Cat_3
Male,27,Doctor,0.0,0.0,Low,138,4,56,No,,Cat_2
Male,53,Executive,1.0,4.0,High,139,3,47,Yes,Yes,Cat_6
Female,42,Artist,2.0,2.0,High,192,2,31,Yes,Yes,Cat_6
Female,28,Artist,0.0,1.0,Low,241,3,40,Yes,Yes,Cat_5
Female,49,Engineer,1.0,4.0,Average,188,3,33,Yes,Yes,Cat_6
Male,35,Artist,1.0,2.0,Average,278,2,12,Yes,Yes,Cat_6
Female,27,Doctor,0.0,0.0,Low,144,2,35,Yes,No,Cat_3
Male,58,Lawyer,0.0,2.0,High,208,2,33,Yes,Yes,Cat_6
Male,41,Artist,8.0,2.0,Average,208,2,41,Yes,No,Cat_6
Male,32,Entertainment,9.0,2.0,Average,210,3,11,Yes,Yes,Cat_6
Male,33,Entertainment,0.0,2.0,Low,237,3,47,No,No,Cat_6
Male,69,Entertainment,0.0,5.0,Low,192,3,25,Yes,No,Cat_3
Female,31,Doctor,6.0,4.0,Low,143,5,17,No,No,Cat_6
Female,68,Lawyer,0.0,3.0,High,234,3,60,Yes,No,Cat_6
Female,39,Engineer,4.0,3.0,Low,147,2,17,No,No,Cat_3
Female,21,Healthcare,1.0,5.0,Low,226,2,18,No,No,Cat_4
Female,39,Artist,0.0,3.0,Average,263,2,62,Yes,No,Cat_6
Female,41,Artist,9.0,1.0,Low,147,3,11,Yes,Yes,Cat_6
Male,49,Artist,1.0,4.0,Average,174,4,18,Yes,Yes,Cat_6
Female,38,Executive,0.0,2.0,Average,142,4,4,Yes,Yes,Cat_6
Female,36,Executive,0.0,0.0,High,136,3,6,Yes,Yes,Cat_3
Female,52,Artist,9.0,4.0,Low,192,3,35,Yes,Yes,Cat_6
Female,46,Artist,6.0,2.0,Low,184,5,26,No,Yes,Cat_6
Male,28,Doctor,4.0,3.0,Low,260,4,10,No,No,Cat_6
Female,55,Artist,0.0,5.0,High,160,3,25,Yes,Yes,Cat_6
Female,41,Healthcare,1.0,1.0,Low,262,2,28,No,Yes,Cat_6
Male,47,Executive,0.0,2.0,High,217,3,51,Yes,No,Cat_7
Male,52,Artist,0.0,3.0,Low,267,5,48,Yes,Yes,Cat_4
Female,45,Artist,4.0,4.0,High,195,2,4,Yes,Yes,Cat_6
Male,32,Healthcare,0.0,3.0,Low,152,2,18,No,No,Cat_6
Male,78,Lawyer,1.0,1.0,Low,178,3,23,Yes,Yes,Cat_6
Male,45,Artist,0.0,1.0,Low,190,4,61,No,,Cat_6
Male,39,Executive,0.0,7.0,Average,286,3,12,Yes,No,Cat_4
Male,38,Doctor,0.0,4.0,High,167,2,46,Yes,No,Cat_6
Female,50,Artist,1.0,4.0,Average,148,6,63,Yes,Yes,Cat_6
Female,53,Engineer,8.0,4.0,High,218,4,50,Yes,Yes,Cat_6
Male,43,Artist,1.0,1.0,Low,272,2,37,No,Yes,Cat_3
Male,59,Artist,1.0,3.0,Average,147,2,52,Yes,Yes,Cat_6
Female,38,Entertainment,8.0,2.0,Low,263,3,32,No,No,Cat_6
Male,42,Artist,2.0,2.0,Average,189,4,16,Yes,Yes,Cat_6
Male,65,Artist,0.0,2.0,Average,242,3,7,Yes,Yes,Cat_6
Male,79,Lawyer,0.0,2.0,Low,204,2,40,Yes,Yes,Cat_6
Female,41,Artist,1.0,1.0,Low,229,3,2,No,Yes,Cat_4
Male,42,Entertainment,9.0,2.0,Low,180,2,33,Yes,Yes,Cat_6
Male,28,Executive,0.0,7.0,Low,190,4,12,Yes,No,Cat_4
Male,49,Doctor,1.0,2.0,Average,154,5,19,Yes,Yes,Cat_6
Male,58,Artist,1.0,2.0,Low,134,3,21,Yes,Yes,Cat_7
Male,69,Lawyer,0.0,3.0,High,206,2,62,Yes,Yes,Cat_6
Female,35,Artist,3.0,1.0,Low,169,2,61,No,Yes,Cat_6
Female,47,Engineer,0.0,2.0,High,237,2,6,Yes,No,Cat_4
Female,25,Marketing,12.0,1.0,Low,146,2,52,No,Yes,Cat_6
Female,38,Homemaker,0.0,2.0,Low,187,3,11,Yes,Yes,Cat_4
Female,25,Engineer,8.0,3.0,Low,206,3,53,No,No,Cat_6
Male,76,Lawyer,0.0,1.0,Low,208,4,10,Yes,No,Cat_6
Female,23,Healthcare,0.0,5.0,Low,149,4,40,No,No,Cat_5
Male,38,Marketing,3.0,0.0,Low,148,4,56,No,Yes,Cat_6
Female,49,Artist,0.0,3.0,Average,135,2,54,Yes,Yes,Cat_6
Female,71,Artist,1.0,2.0,High,231,4,41,Yes,Yes,Cat_6
Female,39,Engineer,0.0,3.0,Low,205,5,61,No,No,Cat_3
Female,41,Artist,8.0,3.0,Low,137,2,37,No,Yes,Cat_6
Male,66,Lawyer,1.0,0.0,Low,202,4,20,Yes,No,Cat_4
Female,27,Homemaker,10.0,1.0,Low,163,3,59,Yes,No,Cat_6
Female,23,Healthcare,0.0,3.0,Low,128,2,17,No,No,Cat_6
Female,35,Artist,2.0,2.0,Average,165,3,35,Yes,Yes,Cat_6
Female,33,Artist,0.0,2.0,Low,242,2,34,Yes,No,Cat_1
Female,21,Executive,8.0,0.0,Low,229,2,9,No,No,Cat_7
Female,49,Engineer,0.0,1.0,Low,191,3,56,Yes,No,Cat_6
Male,42,Engineer,9.0,3.0,Low,231,2,49,Yes,No,Cat_6
Male,39,Artist,0.0,1.0,Low,183,3,51,No,Yes,Cat_6
Male,68,Lawyer,8.0,1.0,Low,195,3,5,Yes,Yes,Cat_5
Male,57,Artist,1.0,1.0,Low,249,2,26,Yes,Yes,Cat_6
Male,38,Artist,0.0,1.0,Low,151,3,16,No,Yes,Cat_6
Female,35,Engineer,2.0,5.0,Average,140,2,60,Yes,No,Cat_4
Female,41,Marketing,0.0,3.0,Low,151,2,6,Yes,Yes,Cat_6
Male,40,Artist,0.0,4.0,Average,109,3,12,Yes,Yes,Cat_4
Female,32,Healthcare,0.0,3.0,Low,180,2,35,No,Yes,Cat_3
Male,53,Artist,0.0,4.0,Average,151,5,28,Yes,Yes,Cat_6
Female,38,Homemaker,8.0,3.0,Average,188,3,62,Yes,Yes,Cat_6
Female,68,Marketing,0.0,2.0,Low,274,2,11,Yes,No,Cat_6
Male,30,Executive,1.0,2.0,Low,187,2,50,No,No,Cat_6
Male,52,Entertainment,4.0,5.0,Average,185,2,4,Yes,No,Cat_6
Male,80,Lawyer,1.0,1.0,Low,187,2,54,Yes,Yes,Cat_6
Female,31,Healthcare,1.0,7.0,Low,260,3,43,No,Yes,Cat_6
Female,38,Executive,0.0,4.0,Average,191,3,5,Yes,No,Cat_4
Male,87,Executive,0.0,2.0,High,203,2,15,Yes,No,Cat_6
Male,23,Healthcare,1.0,4.0,Low,144,4,63,No,No,Cat_6
