Laptop,Brand,Price,Profession,Normalized
"Microsoft Surface Laptop 4 Platino AMD Ryzen 5 4680U/8 GB/256 GB SSD/13.5"" Táctil",Microsoft,1129.0,"Engineer, Artist",0.13352912904961853
"HP 17-CN0018NS Intel Celeron N4120/4GB/128GB SSD/17.3""",HP,391.0,Healthcare,0.02733321629718739
"Acer Aspire 5 A515-45-R35H AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",Acer,809.01,Lawyer,0.08748355977908948
"Acer ConceptD 3 Pro CN316-73P-77Y4 Intel Core i7-11800H/16 GB/1TB SSD/T1200/16""",Acer,1471.61,Executive,0.1828296462150798
Dell XPS 13 9315 Intel Core i7-1250U/16GB/512GB SSD/13.4'' Tátil (PT),Dell,2139.73,"Executive, Artist",0.27897004354320215
"HP 250 G9 Intel Core i7-1255U/16GB/512GB SSD/15.6""",HP,1057.0,Doctor,0.12316855219572281
"HP ProBook 635 Aero G7 AMD Ryzen 5 Pro 4650U/8GB/256GB SSD/13.3""",HP,1069.0,Healthcare,0.12489531500470544
MSI Pulse 17 B13VGK-435PT Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3'' (PT),MSI,2303.1,"Lawyer, Entertainment",0.302478480218493
"Microsoft Surface Laptop 4 Negro AMD Ryzen 7 4980U/8GB/512 GB SSD/15"" Táctil",Microsoft,1649.0,Lawyer,0.2083555174388654
"Microsoft Surface Laptop 5 Negro Intel Evo Core i7-1255U/8GB/512GB SSD/15"" Táctil",Microsoft,1749.0,"Artist, Marketing",0.22274520751372057
"Microsoft Surface Laptop Studio Intel Core i7-11370H/32GB/2TB SSD/RTX 3050Ti/14.4"" Táctil Platino",Microsoft,3199.0,"Artist, Marketing",0.4313957135991205
"PcCom Revolt 3050 Intel Core i7-13700H/16GB/500GB/RTX 3050/15.6""",PcCom,1349.9,"Healthcare, Marketing",0.1653159544249736
"Acer Predator Triton 500 SE PT516-51s-75K6 Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/16""",Acer,2739.0,Marketing,0.3652031392547867
"HP Zbook Firefly 16 G9 Intel Core i7-1260P/16 GB/512GB SSD/16""",HP,1627.0,"Engineer, Executive",0.20518978562239726
"Lenovo ThinkPad E14 Gen 4 Intel Core i7-1255U/16GB/512GB SSD/14""",Lenovo,1515.0,"Executive, Marketing",0.18907333273855947
PcCom Revolt 3050 Intel Core i7-13700H/16GB/1TB SSD/RTX 3050/15.6 + Windows 11 Home,PcCom,1599.9,"Executive, Artist",0.20129017961211154
"ASUS F515EA-BQ1154X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,809.01,Entertainment,0.08748355977908948
"Acer Extensa 15 EX215-54-55M9 Intel Core i5-1135G7/8GB/1TB SSD/15.6""",Acer,583.85,Homemaker,0.05508373360654558
"Primux Ioxbook C15 Intel Celeron N4020/4GB/128GB SSD/15.6""",Primux,272.58,Executive,0.010292945310543897
"Razer Blade 14 165Hz AMD Ryzen 9 6900HX/16GB/1TB SSD/RTX 3080Ti/14""",Razer,4105.45,"Lawyer, Doctor",0.5618310592826451
"ASUS ZenBook 14 OLED UM3402YA-KM428WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",Asus,1056.0,"Entertainment, Doctor",0.12302465529497426
"HP 255 G8 AMD Ryzen 3 5300U/8GB/1TB SSD/15.6""",HP,471.0,Doctor,0.038844968357071526
"Lenovo ThinkPad L380 Intel Core i3-8130U/8GB/256GB SSD/13.3""",Lenovo,419.0,Lawyer,0.03136232951814684
PcCom Revolt 4060 Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/15.6 + Windows 11 Home,PcCom,1949.9,"Artist, Lawyer",0.2516540948741046
"ASUS ExpertBook B1 B1402CBA-EB0861W Intel Core i5-1235U/16GB/512GB SSD/14""",Asus,800.0,Lawyer,0.08618704870334504
"ASUS Zenbook UM425QA AMD Ryzen 7 5800H 16GB/1TB SSD/14""(PT)",Asus,1377.62,Marketing,0.16930477651372344
"HP ProBook 440 G9 Intel Core i7-1255U/16GB/1TB SSD/14""",HP,1214.49,"Engineer, Artist",0.1458308750946122
"Acer TravelMate P2 TMP214-53-594U Intel Core i5-1135G7/16GB/512GB SSD/14""",Acer,925.0,Homemaker,0.104174161296914
"Dell XPS 15 9520 Intel Core i7-12700H/16GB/1TB SSD/RTX3050 Ti/15.6""",Dell,2319.0,"Entertainment, Homemaker",0.304766440940395
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/14"" + Windows 11 Home",Alurin,590.0,"Executive, Marketing",0.05596869954614917
"LG Gram 17Z90Q Intel Core i7-1260P/32GB/512GB SSD/RTX 2050/17""",LG,2209.0,"Executive, Healthcare",0.28893778185805435
"Lenovo ThinkPad T480 Intel Core i5-7200U/8GB/256GB SSD/14""",Lenovo,635.0,"Homemaker, Entertainment",0.062444060079833996
"Acer TravelMate P2 TMP215-53-5887 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Acer,770.56,"Executive, Entertainment",0.08195072394530767
"Dell Latitude E7450 Intel Core i5-5300U/8GB/256GB SSD/14""",Dell,448.99,Marketing,0.0356777975715959
"Lenovo ThinkBook 15 G4 IAP Intel Core i7-1255U/16GB/512GB SSD/15.6""",Lenovo,1196.97,Artist,0.14330980139349758
"HP 15S-FQ4100NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,595.9,"Homemaker, Executive",0.05681769126056562
"HP 15S-FQ5028NS Intel Core i5-1235U/16GB/512GB SSD/15.6""+ Microsoft 365 Personal 12 Meses Descarga Digital",HP,850.99,"Healthcare, Doctor",0.09352435167251369
"Lenovo ThinkPad L450 Intel Core i5-4300U/8GB/256GB SSD/14""",Lenovo,239.0,"Lawyer, Artist",0.005460887383407534
"Apple MacBook Pro Intel Core i7/16GB/512GB SSD/Radeon Pro 560X/15.4"" Plata",Apple,977.08,Lawyer,0.11166831188789855
"ASUS F1500EA-EJ3528 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Asus,398.22,"Homemaker, Entertainment",0.028372151920591938
"ASUS TUF GAMING A15 FA507XI-R97B47CS1 AMD Ryzen 9 7940HS/16GB/1TB SSD/RTX4070/15.6"" (PT)",Asus,2017.87,Entertainment,0.26143476721798364
"ASUS BR1100FKA-BP1185XA Intel Celeron N4500/4GB/128GB SSD/11.6"" Táctil",Asus,495.33,"Engineer, Executive",0.042345979952283785
"ASUS ROG Flow X16 GV601RM-M6074W AMD Ryzen 9 6900HS/16GB/1TB SSD/RTX 3060/16"" Táctil",Asus,2773.31,"Doctor, Entertainment",0.3701402419194695
"MSI Vector GP66HX 12UHS-204XES Intel Core i7-12800HX/32GB/1TB SSD/RTX 3080Ti/15.6""",MSI,3499.0,Homemaker,0.474564783823686
"Alurin Flex Advance Intel Core i5-1155G7/16GB/500GB SSD/14""",Alurin,530.0,Doctor,0.047334885501236074
ASUS ROG Flow X16 2023 GV601VV-NF015W Intel Core i9-13900H/16GB/1TB SSD/RTX 4060/16'' Táctil,Asus,2599.01,"Artist, Homemaker",0.345059012118997
"ASUS Zenbook UM425QA-R55BLHDCP1 AMD Ryzen 5 5600H 16GB/512GB SSD/14""(PT)",Asus,1157.12,Artist,0.1375755098986678
"MSI Creator Pro Z16P B12UMST-094ES Intel Core i7-12700H/32GB/1TB SSD/RTX A5500/16"" Táctil",MSI,4399.0,"Marketing, Lawyer",0.6040719944973825
"Lenovo V15 Gen 2 ALC AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Lenovo,359.9,Executive,0.02285802268390743
"ASUS VivoBook S OLED K3402ZA-KM079W Intel Evo Core i7-12700H/16GB/512GB SSD/14""",Asus,1449.5,"Lawyer, Marketing",0.17964808573952934
"Acer ConceptD 3 Ezel Pro CC315-73P-73PA Intel Core i7-11800H/16GB/1TB SSD/T1200/15.6"" Táctil",Acer,2206.1,Doctor,0.28852048084588355
MSI Stealth 15 A13VF-060XES Intel Core i7-13620H/32GB/1TB SSD/RTX 4060/15.6'',MSI,2184.41,"Marketing, Healthcare",0.28539935706864744
"ASUS E510MA-EJ972 Intel Celeron N4020/8GB/256GB SSD/15.6""",Asus,285.0,"Marketing, Doctor",0.012080144817840912
"Lenovo ThinkPad X250 Intel Core i5-5300U/8GB/256GB SSD/12.5""",Lenovo,358.99,Artist,0.02272707650422625
"ASUS F515EA-EJ1564W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,391.6,"Engineer, Lawyer",0.027419554437636523
"Dynabook Toshiba Satellite Pro C40-G-120 Intel Core i7-10510U/8GB/256GB SSD/14""",Dynabook Toshiba,765.75,Doctor,0.08125857985270714
"ASUS VivoBook 15 F1502ZA-EJ1119W Intel Core i7-1255U/8GB/512GB SSD/15.6""",Asus,635.01,Healthcare,0.06244549904884148
"Dell Latitude 5430 Intel Core i7-1255U/16GB/512GB SSD/14""",Dell,1433.0,Artist,0.17727378687717824
"Microsoft Surface Pro 7 Intel Core i5-1035G4/16GB/256 GB SSD/12.3"" Platino",Microsoft,1111.35,"Homemaker, Healthcare",0.13098934875140658
"Lenovo ThinkPad T480 Intel Core i5-8250U/8GB/256GB SSD/14""",Lenovo,635.0,Doctor,0.062444060079833996
"ASUS VivoBook F515EA-EJ3060W Intel Core i7-1165G7/16GB/512/GB SSD/15.6""",Asus,883.19,"Lawyer, Healthcare",0.09815783187661706
"HP EliteBook x360 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",HP,555.0,"Marketing, Engineer",0.050932308019949864
"Lenovo ThinkBook 14s Yoga G2 Intel Core i7-1255U/16GB/512GB SSD/14"" Táctil",Lenovo,1473.83,"Artist, Entertainment",0.1831490973347416
"Medion Akoya S15447 Intel Core i5-10210U/8 GB/256 GB SSD/15.6""",Medion,727.49,"Lawyer, Homemaker",0.07575308443006755
"Dell Vostro 3420 Intel Core i7-1165G7/16 GB/512GB SSD/14""",Dell,1064.0,"Doctor, Entertainment",0.12417583050096268
"LG Gram 16T90Q-G Intel Core i7-1260P/16GB/1TB SSD/16"" Táctil",LG,1999.0,Entertainment,0.2587194327008585
"Microsoft Surface Pro 9 Bosque Intel Evo Core i5-1235U/8GB/256GB SSD/13"" Táctil",Microsoft,1403.0,Engineer,0.1729568798547217
"Apple MacBook Pro Intel Core i5/8GB/128GB/13"" Plateado",Apple,604.0,Artist,0.057983256156628894
"ASUS Vivobook  F1605EA-51BLHDSS1 Intel Core i5-1135G7/12GB/512GB SSD/16.0"" (PT)",Asus,832.01,Entertainment,0.09079318849630617
"Gigabyte AORUS 5 KE4-72ES314SD Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/15.6""",Gigabyte,1599.0,Entertainment,0.2011606724014378
"ASUS ExpertBook B1 B1502CBA-EJ0438W Intel Core i5-1235U/16GB/512GB SSD/15.6""",Asus,800.0,Engineer,0.08618704870334504
"ASUS ZenBook 13 OLED UX325EA-KG261 Intel Core i5-1135G7/8GB/512GB SSD/13.3""",Asus,819.0,"Executive, Marketing",0.08892108981756751
"HP ENVY 17-cr0004np Intel Core i7-1260P/16GB/512GB SSD/17.3"" (PT)",HP,1453.6,"Lawyer, Artist",0.1802380630325984
"Dell Latitude 7320 Detachable Intel Evo Core i7-1180G7/16GB/512GB SSD/13"" Táctil",Dell,1620.92,"Marketing, Executive",0.20431489246584608
"Acer Aspire 3 A315-56-56XH Intel Core i5-1035G1/8GB/512GB SSD/15.6""",Acer,552.99,Executive,0.05064307524944528
"HP 250 G8 59T50EA Intel Core i3-1115G4/8GB/512GB SSD/15.6""",HP,549.0,Homemaker,0.05006892661545855
"Lenovo ThinkPad T470 Intel Core i5-7300U/8GB/512GB SSD/14""",Lenovo,518.63,"Doctor, Artist",0.04569877773972504
"HP 15S-FQ3013NS Intel Celeron N4500/8GB/256GB SSD/15.6""",HP,465.26,Lawyer,0.03801900014677483
"HP 470 G9 Intel Core i5-1235U/16GB/512GB SSD/MX550/17.3""",HP,1212.0,Homemaker,0.14547257181174833
"Lenovo IdeaPad 5 15ITL05 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Lenovo,799.0,"Doctor, Homemaker",0.08604315180259649
"ASUS TUF Gaming F15 TUF506HC-HN088 Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",Asus,769.0,Healthcare,0.08172624478013993
"Acer Swift 3 SF313-53 Intel Evo Core i7-1165G7/16GB/1TB SSD/13.5""",Acer,1347.18,Entertainment,0.16492455485493754
"Apple Macbook Pro Intel Core i9/16GB/1TB SSD/Radeon Pro 5500M/16"" Gris Espacial",Apple,1899.0,"Lawyer, Healthcare",0.24432974262600332
"Lenovo ThinkPad X1 Carbon Intel Core i7-8565U/16GB/1TB SSD/14""",Lenovo,818.0,"Lawyer, Healthcare",0.08877719291681896
"MSI Creator M16 B13VE-681ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",MSI,2102.18,"Homemaker, Artist",0.27356671492009405
PcCom Revolt 4060 Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/15.6,PcCom,1899.9,"Executive, Lawyer",0.24445924983667702
"Acer TravelMate P2 TMP214-52-P5SM Intel Pentium Gold 6405U/8GB/256GB SSD/14""",Acer,474.99,Lawyer,0.039419116991058246
"Medion Akoya E15301 AMD Ryzen 3 3200U/8 GB/256 GB SSD/15.6""",Medion,327.51,Healthcare,0.018197202068661843
"ASUS Rog Strix G17 G713QR-K4189 AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3070/17.3""",Asus,2649.44,"Healthcare, Executive",0.3523157328237464
"ASUS ZenBook 14 UX3402ZA-KP490W Intel Core i5-1240P/16GB/512GB SSD/14""",Asus,846.31,"Executive, Lawyer",0.09285091417701045
"HP 15S-FQ2180NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",HP,414.84,Entertainment,0.030763718411032856
"HP 250 G9 Intel Core i3-1215U/8GB/256 GB SSD/15.6""",HP,399.37,"Engineer, Marketing",0.028537633356452766
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/16 GB/512GB SSD/15.6""",Lenovo,1069.0,Marketing,0.12489531500470544
"Lenovo 300w Gen 3 AMD 3015e/4GB/128GB SSD/11.6"" Táctil",Lenovo,461.48,"Homemaker, Engineer",0.037475069861945313
"Apple MacBook Pro Apple M2 Pro 12 Núcleos/16GB/1TB SSD/16.2"" Plata",Apple,2999.01,"Healthcare, Homemaker",0.4026177724184177
"HP 15S-EQ2135NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",HP,613.2,"Marketing, Entertainment",0.05930710764351558
"ASUS VivoBook F1605PA-MB147 Intel Core i7-11370H/8GB/512GB SSD/16""",Asus,599.99,Executive,0.057406229584627204
"HP Victus 16-E0099NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",HP,864.23,Healthcare,0.09542954663842451
"MSI Modern 15 B12M-042ES i7-1255U/16GB/1TB SSD/15.6""",MSI,1199.0,Lawyer,0.14360191210201714
"Microsoft Surface Pro 7 Intel Core i5-1035G4/8 GB/256 GB/12.3"" Negra",Microsoft,1349.0,"Homemaker, Artist",0.1651864472142999
"HP 15S-FQ4037NS Intel Core i7-1195G7/16GB/512GB SSD/15.6""",HP,695.5,Doctor,0.07114982257512137
"MSI Stealth 14 Studio A13VG-048ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",MSI,2699.0,"Executive, Homemaker",0.35944726322484466
ASUS Laptop M515DA AMD Ryzen 5 3500U/12GB/512GB SSD/15.6'' (PT),Asus,707.51,Doctor,0.07287802435311148
"LG Gram UltraSlim 15Z90RT-G.AD75B Intel Evo Core i7-1360P/32GB/512GB SSD/15"" OLED",LG,2099.0,"Marketing, Executive",0.27310912277571364
"MSI Creator M16 A12UD-232ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16""",MSI,1749.0,Homemaker,0.22274520751372057
"HP ProBook 640 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",HP,764.34,Healthcare,0.08105568522265166
"Dell Latitude 3420 Intel Core i7-1165G7/16GB/512GB SSD/14""",Dell,999.0,Entertainment,0.11482253195230682
"HP 15S-EQ2070NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",HP,641.0,"Doctor, Artist",0.06330744148432531
"Medion Akoya E15303 AMD Ryzen 5 4500U/8GB/256GB SSD/15.6""",Medion,563.62,Engineer,0.05217269930440238
"MSI Summit E13 FlipEvo A12MT-030ES Intel Core i7-1280P/32GB/1TB SSD/13.4"" Táctil",MSI,1899.0,Engineer,0.24432974262600332
"Thomson Neo Black Intel Celeron N4020/4GB/64GB eMMC/14.1""",Thomson,230.83,"Lawyer, Doctor",0.004285249704291869
"PcCom Revolt 3050 Intel Core i5-13500H/16GB/500GB SSD/RTX 3050/15.6""",PcCom,1199.9,Executive,0.14373141931269087
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""/Windows 11 Home",PcCom,1800.01,Healthcare,0.2300853884209042
"LG Gram 17Z90R-G.AD78B Intel Evo Core i7-1360P/32GB/1TB SSD/17""",LG,2199.0,Homemaker,0.28749881285056883
"HP 15S-EQ2073NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,479.61,Artist,0.04008392067251656
"Lenovo ThinkBook 15 G4 IAP Intel Core i5-1235U/16GB/512GB SSD/15.6""",Lenovo,1074.0,"Doctor, Homemaker",0.1256147995084482
"ASUS ExpertBook B1 B1502CBA-EJ0425X Intel Core i5-1235U/16GB/512GB SSD/15.6""",Asus,869.0,Entertainment,0.0961159348549951
"Lenovo ThinkPad L14 Gen 3 Intel Core i5-1235U/16GB/512GB SSD/14""",Lenovo,1282.0,Lawyer,0.15554535486414695
"HP 15s-fq4108ns i7-1195G7 Intel Core i7-1195G7/8GB/512GB SSD/15.6""",HP,630.72,Entertainment,0.0618281813446302
"MSI Modern 15 A5M-010XES AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",MSI,720.25,Healthcare,0.07471127086864804
"HP 250 G8 Intel Core i5-1135G7/8 GB/512 GB SSD/15.6""",HP,549.0,Executive,0.05006892661545855
"Apple MacBook Air Intel Core i5/16GB/512GB SSD/13.3"" Gris Espacial",Apple,1498.0,"Engineer, Marketing",0.18662708542583412
"LG Ultra 16U70Q AMD Ryzen 7 5825U/16GB/512GB SSD/16""",LG,1299.0,Entertainment,0.15799160217687233
"Lenovo Yoga 7 14ITL5 Intel Evo Core i7-1165G7/16 GB/512GB SSD/14"" Táctil",Lenovo,1671.0,Marketing,0.21152124925533355
"HP 15S-FQ4019NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,568.82,"Doctor, Homemaker",0.05292096318829485
"HP 250 G8 2W9A0EA Intel Core i3-1115G4/8GB/256GB SSD/15.6""",HP,556.59,Marketing,0.051161104092140065
"Lenovo IdeaPad 3 Gen 6 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Lenovo,844.0,Homemaker,0.0925185123362813
"ASUS ROG Strix SCAR 17 2023 G733PY-LL002 AMD Ryzen 9 7945HX/32GB/1TB SSD/RTX 4090/17.3""",Asus,3258.19,"Entertainment, Homemaker",0.43991297115442723
"Lenovo Thinkpad E15 Gen 4 Intel Core i5-1235U/16GB/512GB SSD/15.6""",Lenovo,1069.0,Healthcare,0.12489531500470544
"Lenovo V15 G2 ALC AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",Lenovo,565.01,"Artist, Healthcare",0.052372715996442866
HP OMEN 16-c0030np AMD Ryzen 7-5800H/16GB/512GB SSD/RTX 3070/16.1'' (PT),HP,1580.62,Lawyer,0.19851584736567943
"Lenovo IdeaPad Flex 5 13ITL6 Chromebook 13ITL6 Intel Core i5-1135G7/8GB/256GB SSD/13.3"" Táctil",Lenovo,779.01,"Marketing, Entertainment",0.08316665275663293
"Lenovo Yoga Slim 9 14IAP7 Intel Evo Core i7-1280P/16 GB/1TB SSD/14"" Táctil",Lenovo,1979.0,Doctor,0.25584149468588746
"Lenovo Yoga Slim 9 14IAP7 Intel Evo Core i7-1280P/16GB/1TB SSD/14"" Táctil",Lenovo,2099.0,Doctor,0.27310912277571364
"MSI Modern 15 B12M-043XES Intel Core i7-1255U/16GB/1TB SSD/15.6""",MSI,1049.0,"Doctor, Healthcare",0.1220173769897344
"Acer ConceptD 3 Pro CN314-73P-77XL Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",Acer,1899.0,"Entertainment, Executive",0.24432974262600332
"Acer Nitro 5 AN515-46-R80A AMD Ryzen 5 6600H/16GB/512GB SSD/RTX 3050Ti/15.6""",Acer,1559.0,"Homemaker, Healthcare",0.19540479637149574
"HP ChromeBook 14b-na0005ns AMD Athlon Silver 3050C/4GB/64GB eMMC/14""",HP,399.0,"Marketing, Engineer",0.028484391503175804
"MSI Pulse GL66 12UGK-465ES Intel Core i7-12700H/16GB/1TB SSD/RTX 3070/15.6""",MSI,2099.0,"Homemaker, Executive",0.27310912277571364
"Microsoft Surface Laptop 5 Platino Intel Evo Core i7-1255U/16GB/512GB SSD/15"" Táctil",Microsoft,2079.0,"Artist, Doctor",0.27023118476074265
"Razer Blade 15 Advanced Model QHD Intel Core i7-11800H/16 GB/1TB SSD/RTX 3070/15.6""",Razer,2800.0,Executive,0.37398085020044836
"Razer Blade 15 OLED QHD Intel Core i9-12900H/16GB/1TB SSD/RTX 3070Ti/15.6""",Razer,3699.0,Healthcare,0.5033441639733963
"Razer Blade 17 FullHD 360Hz Intel Core i7-12800H/32GB/1TB SSD/RTX 3080Ti/17.3""",Razer,4299.99,"Lawyer, Entertainment",0.5898247623542684
"Samsung Galaxy Book2 Intel Core i5-1235U/8 GB/256GB SSD/15.6""",Samsung,849.01,Homemaker,0.09323943580903155
"Samsung Galaxy Book2 Pro Intel Evo Core i5-1240P/16GB/512GB SSD/13.3""",Samsung,1349.0,"Doctor, Homemaker",0.1651864472142999
"Samsung Galaxy Book3 Pro Intel Evo Core i7-1360P/16GB/512GB SSD/16"" + Microsoft 365 Personal 12 Meses Descarga Digital",Samsung,2050.99,"Executive, Entertainment",0.26620063257077564
"HP ZBook Firefly 16 G9 Intel Core i7-1265U/32GB/1TB SSD/QUADRO T500/16""",HP,2149.4,Engineer,0.28036152657344066
"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i7-12700H/16GB/512GB SSD/14.5""",Lenovo,1561.0,"Homemaker, Entertainment",0.19569259017299287
"Acer ConceptD 7 Ezel CC715-72G-72AS Intel Core i7-11800H/32GB/1TB SSD/RTX 3080/15.6"" Táctil",Acer,3691.0,Executive,0.5021929887674079
"HP ProBook 650 G4 Intel Core i5-8250U/8GB/256GB SSD/15.6""",HP,679.95,Marketing,0.0689122257684814
"HP ZBook Studio G9 Intel Core i7-12700H/32GB/512GB SSD/RTX A1000/16""",HP,2866.16,"Marketing, Engineer",0.38350106915397253
"Apple MacBook Air i5/4GB/128GB/13.3""",Apple,299.0,"Healthcare, Executive",0.014094701428320635
"Lenovo ThinkPad E15 Gen 2 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Lenovo,973.89,"Lawyer, Healthcare",0.11120928077451067
"Microsoft Surface Pro 9 Platino Intel Evo Core i5-1235U/16GB/256GB SSD/13"" Táctil",Microsoft,1778.0,"Artist, Doctor",0.22691821763542858
"Samsung Galaxy Book3 360 Intel Evo Core i5/16GB/512GB SSD/13.3"" Táctil + Microsoft 365 Personal 12 Meses Descarga Digital",Samsung,1561.0,"Homemaker, Executive",0.19569259017299287
"Apple MacBook Air i5/8GB/128GB/13.3"" Plata",Apple,331.75,Executive,0.0188073249278357
"Razer Blade 16 QHD+ Intel Core i9-13950HX/32GB/1TB SSD/RTX 4080/16""",Razer,4199.91,"Marketing, Executive",0.5754235605273533
"HP 15S-FQ3012NS Intel Celeron N4500/8GB/512GB SSD/15.6""",HP,392.0,Executive,0.02747711319793594
"Samsung Galaxy Book2 Business Intel Core i7-1260P/16GB/512GB SSD/14""",Samsung,1599.0,Engineer,0.2011606724014378
"ASUS ExpertBook B1 B1502CBA-EJ0433 Intel Core i3-1215U/8GB/256GB SSD/15.6""",Asus,445.99,"Lawyer, Doctor",0.035246106869350244
"Deep Gaming Nubian 17 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/17.3""",Deep Gaming,1549.01,"Executive, Entertainment",0.19396726633301772
"HP Essential 250 G8 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",HP,831.12,Artist,0.09066512025463995
"HP ProBook 440 G9 Intel Core i5-1235U/8GB/256GB SSD/14""",HP,869.14,Doctor,0.09613608042109988
"Lenovo V15 IIL Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Lenovo,773.6,"Entertainment, Engineer",0.08238817052358326
"MSI Katana GF66 12UC-873XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",MSI,875.06,Doctor,0.09698795007353131
"MSI Pulse GL66 12UEK-034ES Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",MSI,2217.07,Artist,0.2900990298470952
"Dell Vostro 5620 Intel Core i7-1260P/16GB/512GB SSD/16""",Dell,1092.52,"Homemaker, Healthcare",0.12827977011031136
"ASUS F515EA-BQ3062X Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Asus,550.6,Marketing,0.05029916165665624
"HP 15S-EQ1137NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",HP,391.02,Doctor,0.02733609423520236
"HP 15S-EQ1148NS AMD Athlon Silver 3050U/8GB/512GB/15.6""",HP,406.0,"Entertainment, Engineer",0.029491669808415666
"HP 15S-EQ1160NS AMD 3020e/4GB/128GB SSD/15.6""",HP,381.76,Lawyer,0.02600360893427077
"HP 15S-FQ4104NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",HP,494.81,Artist,0.04227115356389454
"HP EliteBook 840 G8 Intel Core i5-1135G7/8 GB/256GB SSD/14""",HP,750.73,"Entertainment, Executive",0.0790972484034639
"HP Victus 16-e1017ns AMD Ryzen 5 6600H/16GB/512GB SSD/RTX 3050/16.1""",HP,1120.0,"Doctor, Marketing",0.13223405694288157
"Lenovo ThinkPad L15 Gen 2 Intel Core i5-1145G7/16GB/256GB SSD/15.6""",Lenovo,969.0,"Artist, Engineer",0.11050562492985026
"Apple MacBook Air Intel Core i5/8GB/512GB SSD/13.3"" Plata",Apple,895.0,"Executive, Healthcare",0.09985725427445744
"MSI Raider GE78HX 13VI-063ES Intel Core i9-13980HX/64GB/2TB SSD/RTX 4090/17""",MSI,5199.0,"Doctor, Entertainment",0.7191895150962239
"Medion Classmate Pro E14409 MD62157 Intel Core i3-1005G1/4GB/128GB SSD/14""",Medion,273.61,"Lawyer, Healthcare",0.01044115911831491
"Lenovo V15 G2 ALC AMD Ryzen 7-5700U/8GB/256GB SSD/15.6""",Lenovo,628.99,Homemaker,0.061579239706335206
"HP Victus 16-E0073NS AMD Ryzen 7 5800H/8GB/512GB SSD/RX 5500M/16.1""",HP,982.0,"Homemaker, Doctor",0.11237628463958144
"Acer Aspire 3 A315-56-519X Intel Core i5-1035G1/8GB/256GB SSD/15.6""",Acer,474.86,Marketing,0.03940041039396094
"Asus ZenBook Flip 13 UX363JA-EM189T Intel Core i5-1035G4/16GB/512GB SSD/13.3"" Táctil",Asus,678.39,Artist,0.06868774660331366
"Dell Vostro 3420 Intel Core i5-1135G7/8GB/256GB SSD/14"" (PT)",Dell,697.36,"Lawyer, Homemaker",0.07141747081051368
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",Lenovo,799.0,"Artist, Healthcare",0.08604315180259649
"ASUS VivoBook Flip 14 TP401MA-EC448W Intel Celeron N4020/4GB/256GB SSD/14"" Táctil",Asus,398.01,Homemaker,0.028341933571434736
